Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,Receptions,ReceptionPercentage,ReceivingYards,ReceivingTouchdowns,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
1105,Jesper Horsted,CHI,TE,17,NYG,0.7,0.1,0,1.7,0.1,0,2,0,0,0,0,0,0,0,0.8,0.77
1106,Drew Sample,CIN,TE,4,JAX,1.6,0.8,50,7.6,0,0,4,8,0,0,0,0,0,0,0.8,0.76
1106,Noah Gray,KC,TE,7,TEN,1.4,0.8,100,7.6,0,0,8,8,0,0,0,0,0,0,0.8,0.76
1106,Luke Farrell,JAX,TE,13,LAR,1.8,0.8,50,7.6,0,0,4,8,0,0,0,0,0,0,0.8,0.76
1106,Chris Manhertz,JAX,TE,18,IND,1.1,0.8,100,7.6,0,0,8,8,0,0,0,0,0,0,0.8,0.76
1110,Luke Farrell,JAX,TE,11,SF,1.4,0.8,100,7.5,0,0,8,8,0,0,0,0,0,0,0.8,0.75
1111,Marcedes Lewis,GB,TE,3,SF,1.4,0.8,100,7.4,0,0,7,7,0,0,0,0,0,0,0.7,0.74
1111,Sean McKeon,DAL,TE,12,LV,1,1,100,7.4,0,0,7,7,0,0,0,0,0,0,0.7,0.74
1113,Shane Zylstra,DET,TE,14,DEN,0.7,0,0,7.3,0,0,7,0,0,0,0,0,0,0,0.7,0.73
1114,Noah Gray,KC,TE,6,WAS,1.3,0.7,100,7.2,0,0,7,7,0,0,0,0,0,0,0.7,0.72
1114,Kylen Granson,IND,TE,18,JAX,1.3,0.7,100,7.2,0,0,7,7,0,0,0,0,0,0,0.7,0.72
1114,Eric Saubert,DEN,TE,8,WAS,1.1,0.7,100,7.2,0,0,7,7,0,0,0,0,0,0,0.7,0.72
1114,Jesse James,CHI,TE,8,SF,1.4,0.8,100,7.2,0,0,7,7,0,0,0,0,0,0,0.7,0.72
1118,Josh Oliver,BAL,TE,4,DEN,1,0.7,100,7.1,0,0,7,7,0,0,0,0,0,0,0.7,0.71
1118,Eric Saubert,DEN,TE,4,BAL,1.1,0.7,100,7.1,0,0,7,7,0,0,0,0,0,0,0.7,0.71
1120,Kaden Smith,NYG,TE,2,WAS,1.1,0.9,100,7,0,0,7,7,0,0,0,0,0,0,0.7,0.7
1120,Stephen Anderson,LAC,TE,2,DAL,1.1,0.7,100,7,0,0,7,7,0,0,0,0,0,0,0.7,0.7
1120,Drew Sample,CIN,TE,15,DEN,1.2,0.7,100,7,0,0,7,7,0,0,0,0,0,0,0.7,0.7
1120,Charlie Woerner,SF,TE,10,LAR,1.5,0.6,50,7,0,0,3.5,7,0,0,0,0,0,0,0.7,0.7
1120,Kylen Granson,IND,TE,12,TB,1.3,0.6,100,7,0,0,7,7,0,0,0,0,0,0,0.7,0.7
1120,Noah Gray,KC,TE,8,NYG,1.2,0.8,100,7,0,0,7,7,0,0,0,0,0,0,0.7,0.7
1126,Josh Oliver,BAL,TE,7,CIN,1,0.6,100,6.9,0,0,7,7,0,0,0,0,0,0,0.7,0.69
1126,Eric Saubert,DEN,TE,10,PHI,1.1,0.8,100,6.9,0,0,7,7,0,0,0,0,0,0,0.7,0.69
1126,Josiah Deguara,GB,TE,8,ARI,0.9,0.6,100,6.5,0,0,6,6,0.1,0.4,0,0,0,0,0.7,0.69
1129,Josh Oliver,BAL,TE,5,IND,1.1,0.7,100,6.8,0,0,7,7,0,0,0,0,0,0,0.7,0.68
1129,Darren Fells,DET,TE,6,CIN,0.8,0.6,100,6.8,0,0,7,7,0,0,0,0,0,0,0.7,0.68
1129,Jared Pinkney,DET,TE,18,GB,0.9,0.7,100,6.8,0,0,7,7,0,0,0,0,0,0,0.7,0.68
1132,Kaden Smith,NYG,TE,4,NO,1.3,0.8,100,6.7,0,0,7,7,0,0,0,0,0,0,0.7,0.67
1132,Jesse James,CHI,TE,16,SEA,1.1,0.8,100,6.7,0,0,7,7,0,0,0,0,0,0,0.7,0.67
1132,John Bates,WAS,TE,10,TB,1.5,0.8,50,6.7,0,0,3.5,7,0,0,0,0,0,0,0.7,0.67
1132,Eric Saubert,DEN,TE,12,LAC,1,0.7,100,6.7,0,0,7,7,0,0,0,0,0,0,0.7,0.67
1136,John Bates,WAS,TE,5,NO,1.6,0.7,50,6.6,0,0,3.5,7,0,0,0,0,0,0,0.7,0.66
1136,Adam Shaheen,MIA,TE,16,NO,1.1,0.7,100,6.6,0,0,7,7,0,0,0,0,0,0,0.7,0.66
1136,Kenny Yeboah,NYJ,TE,14,NO,0.8,0.6,100,6.6,0,0,7,7,0,0,0,0,0,0,0.7,0.66
1139,Kylen Granson,IND,TE,7,SF,1.2,0.6,100,6.5,0,0,6,6,0,0,0,0,0,0,0.6,0.65
1139,Jesse James,CHI,TE,9,PIT,1.4,0.7,100,6.5,0,0,6,6,0,0,0,0,0,0,0.6,0.65
1139,Kaden Smith,NYG,TE,3,ATL,1,0.7,100,6.5,0,0,6,6,0,0,0,0,0,0,0.6,0.65
1139,Luke Farrell,JAX,TE,14,TEN,1.7,0.7,50,6.5,0,0,3,6,0,0,0,0,0,0,0.6,0.65
1143,Tommy Hudson,TEN,TE,4,NYJ,0.8,0.6,100,6.4,0,0,6,6,0,0,0,0,0,0,0.6,0.64
1143,Kaden Smith,NYG,TE,5,DAL,1.1,0.7,100,6.4,0,0,6,6,0,0,0,0,0,0,0.6,0.64
1143,Kaden Smith,NYG,TE,6,LAR,1.2,0.7,100,6.4,0,0,6,6,0,0,0,0,0,0,0.6,0.64
1143,Adam Shaheen,MIA,TE,17,TEN,1.2,0.6,100,6.4,0,0,6,6,0,0,0,0,0,0,0.6,0.64
1143,Luke Farrell,JAX,TE,1,HOU,1.5,0.6,50,6.4,0,0,3,6,0,0,0,0,0,0,0.6,0.64
1143,Blake Bell,KC,TE,18,DEN,1.3,0.5,0,5.6,0,0,6,0,0.1,0.8,0,0,0,0,0.6,0.64
1149,Jody Fortson,KC,TE,6,WAS,1.1,0.5,0,6.3,0,0,6,0,0,0,0,0,0,0,0.6,0.63
1149,Drew Sample,CIN,TE,17,KC,1,0.7,100,6.3,0,0,6,6,0,0,0,0,0,0,0.6,0.63
1149,Daniel Brown,NYJ,TE,17,TB,0.6,0.5,0,6.3,0,0,6,0,0,0,0,0,0,0,0.6,0.63
1149,Garrett Griffin,NO,TE,14,NYJ,1.3,0.6,100,6.3,0,0,6,6,0,0,0,0,0,0,0.6,0.63
1153,Daniel Helm,LV,TE,16,DEN,0.8,0.6,100,6.2,0,0,6,6,0,0,0,0,0,0,0.6,0.62
1153,Zach Gentry,PIT,TE,17,CLE,1,0.6,100,6.2,0,0,6,6,0,0,0,0,0,0,0.6,0.62
1155,Demetrius Harris,ARI,TE,4,LAR,1.1,0.7,100,6.1,0,0,6,6,0,0,0,0,0,0,0.6,0.61
1155,Kaden Smith,NYG,TE,7,CAR,1.2,0.7,100,6.1,0,0,6,6,0,0,0,0,0,0,0.6,0.61
1157,Tyree Jackson,PHI,TE,15,WAS,0,0,0,0,0,0,0,0,0.8,0,0,0.1,0,0,0.6,0.6
1157,Tyree Jackson,PHI,TE,16,NYG,0,0,0,0,0,0,0,0,0.7,0,0,0.1,0,0,0.6,0.6
1157,Trevon Wesco,NYJ,TE,17,TB,0.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0.6,0.6
1157,Tyree Jackson,PHI,TE,17,WAS,0,0,0,0,0,0,0,0,0.8,0,0,0.1,0,0,0.6,0.6
1157,Tyree Jackson,PHI,TE,9,LAC,0,0,0,0,0,0,0,0,0.6,0,0,0.1,0,0,0.6,0.6
1157,Ricky Seals-Jones,WAS,TE,3,BUF,1.5,0.6,50,8,0,0,4,8,0,0,0,0,0.1,0.1,0.6,0.6
1157,Trevon Wesco,NYJ,TE,10,BUF,1,0.7,100,6,0,0,6,6,0,0,0,0,0,0,0.6,0.6
1157,Tyree Jackson,PHI,TE,10,DEN,0,0,0,0,0,0,0,0,0.6,0,0,0.1,0,0,0.6,0.6
1157,Tyree Jackson,PHI,TE,12,NYG,0,0,0,0,0,0,0,0,0.7,0,0,0.1,0,0,0.6,0.6
1157,Tyree Jackson,PHI,TE,8,DET,0,0,0,0,0,0,0,0,0.5,0,0,0.1,0,0,0.6,0.6
1157,Kylen Granson,IND,TE,8,TEN,1,0.5,0,6,0,0,6,0,0,0,0,0,0,0,0.6,0.6
1157,Kylen Granson,IND,TE,11,BUF,1,0.6,100,6,0,0,6,6,0,0,0,0,0,0,0.6,0.6
1169,Josh Oliver,BAL,TE,15,GB,1.1,0.6,100,5.9,0,0,6,6,0,0,0,0,0,0,0.6,0.59
1169,Drew Sample,CIN,TE,16,BAL,1,0.7,100,5.9,0,0,6,6,0,0,0,0,0,0,0.6,0.59
1169,Chris Manhertz,JAX,TE,10,IND,1.1,0.6,100,5.9,0,0,6,6,0,0,0,0,0,0,0.6,0.59
1169,Drew Sample,CIN,TE,12,PIT,1,0.6,100,5.9,0,0,6,6,0,0,0,0,0,0,0.6,0.59
1169,James O'Shaughnessy,JAX,TE,11,SF,1.7,0.5,0,5.9,0,0,3,0,0,0,0,0,0,0,0.6,0.59
1169,Drew Sample,CIN,TE,11,LV,1,0.7,100,5.9,0,0,6,6,0,0,0,0,0,0,0.6,0.59
1175,John Bates,WAS,TE,7,GB,1.3,0.6,100,5.8,0,0,6,6,0,0,0,0,0,0,0.6,0.58
1175,Blake Bell,KC,TE,7,TEN,1.2,0.8,100,5.6,0,0,6,6,0.05,0.2,0,0,0,0,0.6,0.58
1175,John Bates,WAS,TE,6,KC,1.4,0.6,100,5.8,0,0,6,6,0,0,0,0,0,0,0.6,0.58
1175,Jack Stoll,PHI,TE,16,NYG,1.3,0.7,100,5.8,0,0,6,6,0,0,0,0,0,0,0.6,0.58
1175,Drew Sample,CIN,TE,13,LAC,1,0.6,100,5.8,0,0,6,6,0,0,0,0,0,0,0.6,0.58
1175,Jack Stoll,PHI,TE,9,LAC,0.6,0.1,0,5.8,0,0,6,0,0,0,0,0,0,0,0.6,0.58
1175,Tommy Tremble,CAR,TE,3,HOU,1.4,0.5,0,5.8,0,0,6,0,0,0,0,0,0,0,0.6,0.58
1175,Zach Gentry,PIT,TE,10,DET,1.1,0.6,100,5.8,0,0,6,6,0,0,0,0,0,0,0.6,0.58
1175,Brock Wright,DET,TE,12,CHI,1.3,0.5,0,5.8,0,0,6,0,0,0,0,0,0,0,0.6,0.58
1175,Zach Gentry,PIT,TE,12,CIN,1.1,0.6,100,5.8,0,0,6,6,0,0,0,0,0,0,0.6,0.58
1175,Parker Hesse,ATL,TE,12,JAX,0.6,0.5,0,5.8,0,0,6,0,0,0,0,0,0,0,0.6,0.58
1175,Noah Gray,KC,TE,18,DEN,1,0.7,100,5.8,0,0,6,6,0,0,0,0,0,0,0.6,0.58
1175,Daniel Brown,NYJ,TE,18,BUF,0.5,0.5,0,5.8,0,0,0,0,0,0,0,0,0,0,0.6,0.58
1175,Drew Sample,CIN,TE,8,NYJ,1.1,0.6,100,5.8,0,0,6,6,0,0,0,0,0,0,0.6,0.58
1175,Lee Smith,ATL,TE,11,NE,1,0.8,100,5.8,0,0,6,6,0,0,0,0,0,0,0.6,0.58
1190,Darren Fells,DET,TE,7,LAR,0.8,0.5,0,5.7,0,0,6,0,0,0,0,0,0,0,0.6,0.57
1190,Drew Sample,CIN,TE,6,DET,1,0.7,100,5.7,0,0,6,6,0,0,0,0,0,0,0.6,0.57
1190,Blake Bell,KC,TE,13,DEN,1.3,0.7,100,5.6,0,0,6,6,0.02,0.1,0,0,0,0,0.6,0.57
1190,Josh Oliver,BAL,TE,13,PIT,1,0.6,100,5.7,0,0,6,6,0,0,0,0,0,0,0.6,0.57
1190,Kaden Smith,NYG,TE,9,LV,1,0.6,100,5.7,0,0,6,6,0,0,0,0,0,0,0.6,0.57
1190,Noah Gray,KC,TE,3,LAC,1.4,0.6,100,5.7,0,0,6,6,0,0,0,0,0,0,0.6,0.57
1190,Adam Shaheen,MIA,TE,18,NE,1.2,0.6,100,5.7,0,0,6,6,0,0,0,0,0,0,0.6,0.57
1190,John Bates,WAS,TE,8,DEN,1.3,0.5,0,5.7,0,0,6,0,0,0,0,0,0,0,0.6,0.57
1190,Blake Bell,KC,TE,11,DAL,1.2,0.7,100,5.6,0,0,6,6,0.02,0.1,0,0,0,0,0.6,0.57
1199,Blake Bell,KC,TE,4,PHI,1.3,0.7,100,5.6,0,0,6,6,0,0,0,0,0,0,0.6,0.56
1199,Jody Fortson,KC,TE,5,BUF,1.3,0.5,0,5.6,0,0,6,0,0,0,0,0,0,0,0.6,0.56
1199,Daniel Helm,LV,TE,15,CLE,0.8,0.6,100,5.6,0,0,6,6,0,0,0,0,0,0,0.6,0.56
1199,Noah Gray,KC,TE,13,DEN,0.7,0.6,100,5.6,0,0,6,6,0,0,0,0,0,0,0.6,0.56
1199,Parker Hesse,ATL,TE,13,TB,0.6,0.4,0,5.6,0,0,6,0,0,0,0,0,0,0,0.6,0.56
1199,Blake Bell,KC,TE,3,LAC,1.3,0.8,100,5.5,0,0,6,6,0.02,0.1,0,0,0,0,0.6,0.56
1199,Sean McKeon,DAL,TE,11,KC,0.7,0.7,100,5.6,0,0,6,6,0,0,0,0,0,0,0.6,0.56
1206,Sean McKeon,DAL,TE,13,NO,0.7,0.7,100,5.5,0,0,6,6,0,0,0,0,0,0,0.6,0.55
1206,Noah Gray,KC,TE,9,GB,0.8,0.6,100,5.5,0,0,6,6,0,0,0,0,0,0,0.6,0.55
1206,Derek Carrier,LV,TE,3,MIA,0.6,0.5,0,5.5,0,0,6,0,0,0,0,0,0,0,0.6,0.55
1209,Luke Farrell,JAX,TE,2,DEN,1.3,0.6,100,5.4,0,0,5,5,0,0,0,0,0,0,0.5,0.54
1209,Josiah Deguara,GB,TE,7,WAS,0.7,0.5,0,5.2,0,0,5,0,0.1,0.2,0,0,0,0,0.5,0.54
1209,Charlie Woerner,SF,TE,7,IND,0.9,0.6,100,5.4,0,0,5,5,0,0,0,0,0,0,0.5,0.54
1209,Garrett Griffin,NO,TE,9,ATL,0.9,0.5,0,5.4,0,0,5,0,0,0,0,0,0,0,0.5,0.54
1209,Blake Bell,KC,TE,10,LV,1.4,0.8,100,5.4,0,0,5,5,0,0,0,0,0,0,0.5,0.54
1209,Tommy Hudson,TEN,TE,12,NE,1,0.6,100,5.4,0,0,5,5,0,0,0,0,0,0,0.5,0.54
1209,Stephen Carlson,CLE,TE,14,BAL,0.5,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0.5,0.54
1209,Sean McKeon,DAL,TE,18,PHI,0.9,0.6,100,5.4,0,0,5,5,0,0,0,0,0,0,0.5,0.54
1209,Blake Bell,KC,TE,8,NYG,1.3,0.7,100,5.4,0,0,5,5,0,0,0,0,0,0,0.5,0.54
1218,Josiah Deguara,GB,TE,6,CHI,0.8,0.5,0,5,0,0,5,0,0.1,0.3,0,0,0,0,0.5,0.53
1218,Ross Travis,ARI,TE,6,CLE,0.4,0,0,5.2,0,0,0,0,0.02,0.1,0,0,0,0,0.5,0.53
1218,Chris Manhertz,JAX,TE,9,BUF,1.1,0.5,0,5.3,0,0,5,0,0,0,0,0,0,0,0.5,0.53
1218,Adam Shaheen,MIA,TE,8,BUF,0.8,0.6,100,5.3,0,0,5,5,0,0,0,0,0,0,0.5,0.53
1218,Noah Gray,KC,TE,11,DAL,0.8,0.6,100,5.3,0,0,5,5,0,0,0,0,0,0,0.5,0.53
1223,Noah Gray,KC,TE,4,PHI,1.1,0.6,100,5.2,0,0,5,5,0,0,0,0,0,0,0.5,0.52
1223,Blake Bell,KC,TE,9,GB,1.3,0.7,100,5.1,0,0,5,5,0.02,0.1,0,0,0,0,0.5,0.52
1223,Chris Manhertz,JAX,TE,11,SF,1,0.5,0,5.2,0,0,5,0,0,0,0,0,0,0,0.5,0.52
1226,Blake Bell,KC,TE,5,BUF,1.2,0.6,100,5.1,0,0,5,5,0,0,0,0,0,0,0.5,0.51
1226,Ben Ellefson,MIN,TE,5,DET,0.7,0.5,0,5.1,0,0,5,0,0,0,0,0,0,0,0.5,0.51
1226,Charlie Woerner,SF,TE,13,SEA,0.8,0.5,0,5.1,0,0,5,0,0,0,0,0,0,0,0.5,0.51
1226,Blake Bell,KC,TE,17,CIN,1.3,0.6,100,4.5,0,0,4,4,0.1,0.6,0,0,0,0,0.5,0.51
1226,Jack Stoll,PHI,TE,17,WAS,0.9,0.5,0,5.1,0,0,5,0,0,0,0,0,0,0,0.5,0.51
1226,Lee Smith,ATL,TE,8,CAR,1,0.7,100,5.1,0,0,5,5,0,0,0,0,0,0,0.5,0.51
1226,Antonio Gandy-Golden,WAS,TE,8,DEN,0.9,0.4,0,5,0,0,5,0,0.02,0.1,0,0,0,0,0.5,0.51
1233,Kylen Granson,IND,TE,2,LAR,0.5,0.4,0,5,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1233,Drew Sample,CIN,TE,7,BAL,1,0.6,100,5,0,0,5,5,0,0,0,0,0,0,0.5,0.5
1233,Drew Sample,CIN,TE,9,CLE,1,0.5,0,5,0,0,5,0,0,0,0,0,0,0,0.5,0.5
1233,Trevon Wesco,NYJ,TE,12,HOU,0.8,0.5,0,5,0,0,5,0,0,0,0,0,0,0,0.5,0.5
1233,Colby Parkinson,SEA,TE,12,WAS,0.8,0.5,0,5,0,0,5,0,0,0,0,0,0,0,0.5,0.5
1233,Mitchell Wilcox,CIN,TE,18,CLE,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1233,Brevin Jordan,HOU,TE,8,LAR,1.4,0.5,0,5,0,0,5,0,0,0,0,0,0,0,0.5,0.5
1233,Brock Wright,DET,TE,11,CLE,0.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1233,Antony Auclair,HOU,TE,11,TEN,1,0.5,0,5,0,0,5,0,0,0,0,0,0,0,0.5,0.5
1242,Nick Bowers,LV,TE,17,IND,0.5,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0.5,0.49
1242,Kahale Warring,BUF,TE,9,JAX,0.4,0,0,4.8,0,0,0,0,0.02,0.1,0,0,0,0,0.5,0.49
1242,Stephen Anderson,LAC,TE,1,WAS,0.8,0.4,0,4.9,0,0,5,0,0,0,0,0,0,0,0.5,0.49
1242,Noah Togiai,PHI,TE,18,DAL,0.5,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0.5,0.49
1242,Darrell Daniels,ARI,TE,8,GB,1.4,0.5,0,4.9,0,0,5,0,0,0,0,0,0,0,0.5,0.49
1247,Lee Smith,ATL,TE,7,MIA,1,0.7,100,4.8,0,0,5,5,0,0,0,0,0,0,0.5,0.48
1247,Jack Stoll,PHI,TE,7,LV,0.4,0.2,0,4.8,0,0,0,0,0,0,0,0,0,0,0.5,0.48
1247,Jesper Horsted,CHI,TE,6,GB,0.9,0.4,0,4.8,0,0,5,0,0,0,0,0,0,0,0.5,0.48
1247,Jacob Hollister,JAX,TE,15,HOU,0.9,0.5,0,4.8,0,0,5,0,0,0,0,0,0,0,0.5,0.48
1247,Garrett Griffin,NO,TE,13,DAL,1.2,0.5,0,4.8,0,0,5,0,0,0,0,0,0,0,0.5,0.48
1247,Lee Smith,ATL,TE,13,TB,0.8,0.6,100,4.8,0,0,5,5,0,0,0,0,0,0,0.5,0.48
1247,Garrett Griffin,NO,TE,12,BUF,1.4,0.5,0,4.8,0,0,5,0,0,0,0,0,0,0,0.5,0.48
1247,Jesse James,CHI,TE,14,GB,1.2,0.5,0,4.8,0,0,5,0,0,0,0,0,0,0,0.5,0.48
1247,Kaden Smith,NYG,TE,8,KC,1.1,0.6,100,4.8,0,0,5,5,0,0,0,0,0,0,0.5,0.48
1247,Trevon Wesco,NYJ,TE,11,MIA,0.9,0.4,0,4.8,0,0,5,0,0,0,0,0,0,0,0.5,0.48
1257,Zach Gentry,PIT,TE,15,TEN,1.2,0.6,100,4.7,0,0,5,5,0,0,0,0,0,0,0.5,0.47
1257,Darren Fells,TB,TE,10,WAS,1.1,0.4,0,4.7,0,0,5,0,0,0,0,0,0,0,0.5,0.47
1257,Drew Sample,CIN,TE,14,SF,1.1,0.5,0,4.7,0,0,5,0,0,0,0,0,0,0,0.5,0.47
1257,Zach Gentry,PIT,TE,8,CLE,1,0.5,0,4.7,0,0,5,0,0,0,0,0,0,0,0.5,0.47
1261,Tommy Tremble,CAR,TE,2,NO,1.2,0.4,0,4.6,0,0,5,0,0,0,0,0,0,0,0.5,0.46
1261,Drew Sample,CIN,TE,5,GB,0.9,0.5,0,4.6,0,0,5,0,0,0,0,0,0,0,0.5,0.46
1261,Richard Rodgers,PHI,TE,13,NYJ,0.4,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0.5,0.46
1261,Josh Oliver,BAL,TE,17,LAR,1.1,0.4,0,4.6,0,0,5,0,0,0,0,0,0,0,0.5,0.46
1261,Lee Smith,ATL,TE,9,NO,1,0.7,100,4.6,0,0,5,5,0,0,0,0,0,0,0.5,0.46
1261,Blake Bell,KC,TE,14,LV,1.3,0.6,100,4.6,0,0,5,5,0,0,0,0,0,0,0.5,0.46
1261,Garrett Griffin,NO,TE,1,GB,1.1,0.4,0,4.6,0,0,5,0,0,0,0,0,0,0,0.5,0.46
1261,Jimmy Graham,CHI,TE,8,SF,1.4,0.4,0,4.6,0,0,5,0,0,0,0,0,0,0,0.5,0.46
1269,Ricky Seals-Jones,WAS,TE,2,NYG,0.4,0.3,0,4.5,0,0,0,0,0,0,0,0,0,0,0.4,0.45
1269,John Bates,WAS,TE,4,ATL,1.3,0.5,0,4.5,0,0,4,0,0,0,0,0,0,0,0.4,0.45
1269,Blake Bell,KC,TE,15,LAC,1.2,0.6,100,4.5,0,0,4,4,0,0,0,0,0,0,0.4,0.45
1269,Colby Parkinson,SEA,TE,16,CHI,0.8,0.4,0,4.5,0,0,4,0,0,0,0,0,0,0,0.4,0.45
1269,Eric Ebron,PIT,TE,16,KC,0.5,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0.4,0.45
1269,Dan Arnold,JAX,TE,16,NYJ,2.1,0.5,0,6.5,0,0,3,0,0,0,0,0,0.1,0.1,0.4,0.45
1269,Tre' McKitty,LAC,TE,13,CIN,1.1,0.4,0,4.5,0,0,4,0,0,0,0,0,0,0,0.4,0.45
1269,Brock Wright,DET,TE,13,MIN,1.2,0.4,0,4.5,0,0,4,0,0,0,0,0,0,0,0.4,0.45
1269,Kendall Blanton,LAR,TE,13,JAX,0.8,0.5,0,4.5,0,0,4,0,0,0,0,0,0,0,0.4,0.45
1269,Tre' McKitty,LAC,TE,12,DEN,1,0.5,0,4.5,0,0,4,0,0,0,0,0,0,0,0.4,0.45
1269,Josh Oliver,BAL,TE,14,CLE,1.1,0.5,0,4.5,0,0,4,0,0,0,0,0,0,0,0.4,0.45
1269,Jesse James,CHI,TE,18,MIN,1.2,0.4,0,4.5,0,0,4,0,0,0,0,0,0,0,0.4,0.45
1281,Blake Bell,KC,TE,2,BAL,1.3,0.5,0,4.2,0,0,4,0,0.05,0.2,0,0,0,0,0.4,0.44
1281,Trevon Wesco,NYJ,TE,5,ATL,0.8,0.5,0,4.4,0,0,4,0,0,0,0,0,0,0,0.4,0.44
1281,Jack Stoll,PHI,TE,6,TB,0.5,0.3,0,4.4,0,0,0,0,0,0,0,0,0,0,0.4,0.44
1281,Colby Parkinson,SEA,TE,13,SF,0.8,0.5,0,4.4,0,0,4,0,0,0,0,0,0,0,0.4,0.44
1281,Colby Parkinson,SEA,TE,10,GB,0.8,0.4,0,4.4,0,0,4,0,0,0,0,0,0,0,0.4,0.44
1281,Noah Gray,KC,TE,10,LV,0.8,0.5,0,4.4,0,0,4,0,0,0,0,0,0,0,0.4,0.44
1281,Antony Auclair,HOU,TE,12,NYJ,0.8,0.4,0,4.4,0,0,4,0,0,0,0,0,0,0,0.4,0.44
1281,Eric Saubert,DEN,TE,18,KC,1.1,0.4,0,4.4,0,0,4,0,0,0,0,0,0,0,0.4,0.44
1289,Adam Shaheen,MIA,TE,7,ATL,0.9,0.5,0,4.3,0,0,4,0,0,0,0,0,0,0,0.4,0.43
1289,Demetrius Harris,ARI,TE,7,HOU,0.6,0.4,0,4.3,0,0,4,0,0,0,0,0,0,0,0.4,0.43
1289,Kylen Granson,IND,TE,5,BAL,0.9,0.5,0,4.3,0,0,4,0,0,0,0,0,0,0,0.4,0.43
1289,Antonio Gandy-Golden,WAS,TE,5,NO,0.3,0,0,4,0,0,0,0,0.07,0.3,0,0,0,0,0.4,0.43
1289,Charlie Woerner,SF,TE,12,MIN,0.7,0.4,0,4.3,0,0,4,0,0,0,0,0,0,0,0.4,0.43
1289,John Bates,WAS,TE,1,LAC,1.8,0.7,50,6.3,0,0,3,6,0,0,0,0,0.1,0.1,0.4,0.43
1295,John Bates,WAS,TE,2,NYG,1.9,0.7,50,6.2,0,0,3,6,0,0,0,0,0.1,0.1,0.4,0.42
1295,Chris Manhertz,JAX,TE,4,CIN,0.8,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1295,Giovanni Ricci,CAR,TE,4,DAL,0.8,0.3,0,3.6,0,0,4,0,0.15,0.6,0,0,0,0,0.4,0.42
1295,Ben Ellefson,MIN,TE,4,CLE,0.6,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1295,Derek Carrier,LV,TE,4,LAC,0.7,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1295,Jack Stoll,PHI,TE,15,WAS,0.9,0.5,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1295,Tre' McKitty,LAC,TE,10,MIN,1,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1295,Hunter Long,MIA,TE,12,CAR,0.5,0.4,0,4.2,0,0,0,0,0,0,0,0,0,0,0.4,0.42
1295,Noah Gray,KC,TE,14,LV,0.8,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1295,Charlie Woerner,SF,TE,1,DET,0.9,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1295,Tyler Davis,GB,TE,18,DET,1.1,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1295,Tre' McKitty,LAC,TE,11,PIT,0.9,0.4,0,4.2,0,0,4,0,0,0,0,0,0,0,0.4,0.42
1307,Ben Ellefson,MIN,TE,2,ARI,0.7,0.4,0,4.1,0,0,4,0,0,0,0,0,0,0,0.4,0.41
1307,Eric Ebron,PIT,TE,15,TEN,0.5,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0.4,0.41
1307,Ross Dwelley,SF,TE,17,HOU,1,0.4,0,4.1,0,0,4,0,0,0,0,0,0,0,0.4,0.41
1307,Ben Ellefson,MIN,TE,3,SEA,0.7,0.4,0,4.1,0,0,4,0,0,0,0,0,0,0,0.4,0.41
1307,Jack Stoll,PHI,TE,10,DEN,0.4,0.1,0,4.1,0,0,0,0,0,0,0,0,0,0,0.4,0.41
1307,Jack Stoll,PHI,TE,18,DAL,0.4,0.4,0,4.1,0,0,0,0,0,0,0,0,0,0,0.4,0.41
1307,Sammis Reyes,WAS,TE,11,CAR,0.5,0.5,0,4.1,0,0,0,0,0,0,0,0,0,0,0.4,0.41
1307,Tommy Hudson,TEN,TE,11,HOU,0.5,0.5,0,4.1,0,0,0,0,0,0,0,0,0,0,0.4,0.41
1315,Kylen Granson,IND,TE,4,MIA,0.6,0.3,0,4,0,0,4,0,0,0,0,0,0,0,0.4,0.4
1315,Sammis Reyes,WAS,TE,5,NO,0.6,0.4,0,4,0,0,4,0,0,0,0,0,0,0,0.4,0.4
